Year,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
growth rate,4.321331623,5.481600456,5.335433416,6.71072561,5.483025043,5.749621681,4.536805419,6.335264593,6.127331971,3.549374325,4.341362676,5.760942746,6.554097871,1.940221387,0.715000657,5.384932393,4.005530018,3.946260329,4.158275704,1.863006263,1.870292449,0.532136936,2.403140898,4.472081361,3.677139562,3.430696442,3.685656054,4.630059944,3.726664517,2.978322308,1.508461234,1.776938622,1.492362483,2.946775756,3.020666633,3.430991951,3.707802777,2.560054877,3.245240312,4.425403056,1.95300111,2.168781675,2.950230924,4.407677887,3.899393075,4.367086833,4.319245172,1.858891084,-1.666425827,4.3103797,3.126799817,2.519738704,2.671507044,2.87422163,2.919034066,2.605572193,3.281328692,3.034060744,2.33555814,-3.593456238
